110000,[1.17204173 0.74789315],[1.20183752 0.69952679],[1.25604416 0.66681401],[1.28889767 0.63416122],[1.30693218 0.6133559 ],[1.31679289 0.59986105],[1.32214624 0.59092494],[1.32502541 0.58473124],[1.32653983 0.58020467],[1.32729378 0.57672689],[1.32761794 0.57394217]
120000,[1.17204173 0.74789315],[1.22534366 0.70806196],[1.27307069 0.6608138 ],[1.32523373 0.61204937],[1.3524284 0.5774673],[1.36890609 0.55389764],[1.33833101 0.56574371],[1.35125427 0.54416734],[1.3259307  0.55888021],[1.33184655 0.54197821],[1.31384891 0.55602969]
130000,[1.17204173 0.74789315],[1.22176469 0.71006866],[1.26893378 0.66273145],[1.26232881 0.65780787],[1.30744708 0.60828452],[1.2864732 0.6231653],[1.29585559 0.59600913],[1.28979261 0.60465851],[1.27731045 0.5933712 ],[1.28164236 0.59589431],[1.2640248  0.58972436]
140000,[1.17204173 0.74789315],[1.2253387  0.70808672],[1.27312286 0.66083788],[1.32544225 0.6116935 ],[1.3796131  0.56418608],[1.41794005 0.50571706],[1.47864215 0.46530126],[1.4243631  0.44661355],[1.46656835 0.42849039],[1.4308561  0.39796151],[1.45435076 0.40437811]
150000,[1.17204173 0.74789315],[1.2253387  0.70808664],[1.27312704 0.66083924],[1.32533789 0.61187026],[1.37790648 0.56402433],[1.41229335 0.51416766],[1.43997129 0.49709893],[1.4212121  0.47017569],[1.41017476 0.48685248],[1.41311242 0.44491832],[1.38097535 0.478913  ]
160000,[1.17204173 0.74789315],[1.22533784 0.70808738],[1.27309438 0.66082815],[1.32528136 0.61197456],[1.37947742 0.5642288 ],[1.41430432 0.51144762],[1.41114644 0.51798505],[1.41870968 0.47943534],[1.38674695 0.50921513],[1.40744035 0.46287673],[1.36647718 0.50027487]
170000,[1.17204173 0.74789315],[1.22514719 0.7081446 ],[1.27298313 0.66089323],[1.29670543 0.6341009 ],[1.34404002 0.58513178],[1.3229241  0.59240388],[1.32568606 0.57160504],[1.32312749 0.57064263],[1.30699927 0.56344896],[1.31390651 0.55870002],[1.29509571 0.55508982]
180000,[1.17204173 0.74789315],[1.22532351 0.70809349],[1.27308493 0.66079615],[1.3174589  0.61861455],[1.36219143 0.5716793 ],[1.33248276 0.58722911],[1.3328135  0.56863247],[1.32284026 0.5750722 ],[1.31377042 0.56396446],[1.31142334 0.56786075],[1.29909867 0.56017895]
190000,[1.17204173 0.74789315],[1.2197884  0.70807896],[1.25136836 0.66083355],[1.28361547 0.61204181],[1.29586497 0.56295819],[1.29896084 0.51115175],[1.26282854 0.4800505 ],[1.23307056 0.42698281],[1.16529978 0.43253509],[1.12086785 0.38034664],[1.05966883 0.40632344]
200000,[1.17204173 0.74789315],[1.13270415 0.69585567],[1.08836071 0.64857426],[1.05071323 0.59625374],[1.00961908 0.54805108],[0.97389508 0.49563209],[0.93761097 0.44708121],[0.90534078 0.39143998],[0.87465005 0.34518823],[0.84267157 0.29132373],[0.81443003 0.24701401]
210000,[1.17204173 0.74789315],[1.15634723 0.81312277],[1.10676539 0.8556681 ],[1.11606399 0.90322169],[1.04804777 0.9411088 ],[1.04144943 0.9875254 ],[0.97504029 1.02748246],[0.97411725 1.09691622],[0.9079068  1.13812301],[0.88004584 1.2397279 ],[0.81563354 1.27034362]
220000,[1.17204173 0.74789315],[1.18851607 0.78431691],[1.20626254 0.83506272],[1.22164496 0.88574516],[1.23265439 0.936068  ],[1.23931128 0.98854164],[1.25206261 1.03900336],[1.27232817 1.08988872],[1.298741   1.15056336],[1.31856884 1.21090782],[1.28096885 1.23889111]
230000,[1.17204173 0.74789315],[1.21896271 0.76869344],[1.27439315 0.81334359],[1.32978131 0.87123886],[1.34671404 0.90884871],[1.33864104 0.93977928],[1.33703737 0.97144562],[1.3361454  1.00157289],[1.33492209 1.0295288 ],[1.33324758 1.05511988],[1.33112144 1.07833804]
240000,[1.17204173 0.74789315],[1.19466358 0.78162602],[1.18701777 0.83292154],[1.17698161 0.87586117],[1.17181593 0.91744099],[1.16526882 0.95328521],[1.15813148 0.98728243],[1.15070674 1.01890848],[1.14220517 1.04837368],[1.13254609 1.07534807],[1.12195604 1.0999771 ]
250000,[1.17204173 0.74789315],[1.23209789 0.7816069 ],[1.26857486 0.82974207],[1.2745899  0.86323191],[1.27869889 0.89535933],[1.28198501 0.92537118],[1.28394054 0.95276725],[1.28451344 0.97754685],[1.28484271 1.00023278],[1.28482216 1.02088167],[1.28444373 1.03958726]
260000,[1.17204173 0.74789315],[1.23227213 0.77778094],[1.2693985  0.82297525],[1.27448317 0.85247166],[1.28095591 0.87965319],[1.28522192 0.90474383],[1.28849293 0.92761284],[1.29059496 0.94808322],[1.29187292 0.96636672],[1.29298839 0.98277231],[1.2938746  0.99742174]
270000,[1.17204173 0.74789315],[1.21431092 0.77635713],[1.25579935 0.82938493],[1.28374276 0.86614908],[1.28923407 0.8943458 ],[1.29291672 0.91816284],[1.29573762 0.93860577],[1.29807526 0.95628169],[1.30007457 0.97161246],[1.3018098  0.98493008],[1.30333136 0.99649935]
280000,[1.17204173 0.74789315],[1.23859199 0.80308241],[1.28071399 0.85915698],[1.31905004 0.91361572],[1.33437169 0.95925763],[1.33633882 0.9990649 ],[1.33451406 1.03230083],[1.33165576 1.06091921],[1.32831712 1.08576247],[1.32478857 1.10749196],[1.32106643 1.12649336]
290000,[1.17204173 0.74789315],[1.21591906 0.77012051],[1.23929213 0.81567207],[1.25145479 0.8682866 ],[1.2354617  0.90880966],[1.21628076 0.92948527],[1.20232082 0.94106484],[1.18851712 0.95248128],[1.17710329 0.96401188],[1.16717717 0.97629796],[1.15849423 0.99112874]
300000,[1.17204173 0.74789315],[1.21124578 0.76940228],[1.25132536 0.81723854],[1.27084554 0.85569254],[1.28722558 0.88988624],[1.30109293 0.91248182],[1.31613495 0.93134343],[1.33138944 0.94829231],[1.33992418 0.96472631],[1.34555658 0.98007267],[1.3499562  0.99333046]
310000,[1.17204173 0.74789315],[1.22547426 0.77327928],[1.24226086 0.81847952],[1.24719324 0.86781838],[1.25277869 0.90384098],[1.2635306  0.93434474],[1.27532387 0.96427994],[1.28840578 0.99413792],[1.30261247 1.02321339],[1.31758775 1.05028457],[1.33219526 1.07519847]
320000,[1.17204173 0.74789315],[1.2152727  0.77175313],[1.25492556 0.82489301],[1.28176512 0.8735904 ],[1.30870903 0.92168779],[1.34528455 0.9637296 ],[1.37407631 1.00016037],[1.39883803 1.03445079],[1.41997102 1.06638524],[1.43903288 1.09626537],[1.45593497 1.12371584]
330000,[1.17204173 0.74789315],[1.23250634 0.74673989],[1.31245117 0.84944768],[1.3603351  0.88350095],[1.40590689 0.91679158],[1.45634783 0.94952256],[1.48236257 0.98003187],[1.48271463 1.00572918],[1.47768945 1.00350634],[1.47584857 1.00146135],[1.47838518 1.00849526]
340000,[1.17204173 0.74789315],[1.20670109 0.75841426],[1.25166454 0.81206448],[1.28266126 0.8652975 ],[1.31057038 0.92013671],[1.33411942 0.97244455],[1.37237738 1.02168653],[1.42597919 1.06846305],[1.47637553 1.11080032],[1.48118018 1.13696537],[1.45826987 1.12155808]
350000,[1.17204173 0.74789315],[1.19123604 0.76617107],[1.24485323 0.82512647],[1.29448518 0.88329656],[1.3440394  0.93805553],[1.39504272 0.98960297],[1.44783559 1.03815629],[1.47840676 1.08075715],[1.48566731 1.11803156],[1.48705417 1.16546585],[1.47699011 1.16880064]
360000,[1.17204173 0.74789315],[1.1832139  0.76003652],[1.23037693 0.81595172],[1.27215455 0.8703554 ],[1.31132098 0.92006573],[1.33684173 0.96925045],[1.35978424 1.01016142],[1.36524377 1.04268478],[1.36727821 1.07168488],[1.36674067 1.0972822 ],[1.36448248 1.11982838]
370000,[1.17204173 0.74789315],[1.22112074 0.77101046],[1.25674881 0.85354146],[1.27181171 0.91155362],[1.28821643 0.96148073],[1.30661897 1.00949314],[1.32604323 1.05973714],[1.35415886 1.113913  ],[1.39575097 1.16790821],[1.44439996 1.21653205],[1.49332936 1.26544335]
380000,[1.17204173 0.74789315],[1.19780962 0.7776432 ],[1.24983521 0.84100027],[1.28868286 0.89903648],[1.32508622 0.95185589],[1.35352965 1.00520144],[1.38321657 1.06122729],[1.42546972 1.1161224 ],[1.4737473  1.16697294],[1.52229563 1.2175225 ]
390000,[1.17204173 0.74789315],[1.18715358 0.77209347],[1.23876971 0.83469203],[1.27952052 0.89063869],[1.31375027 0.94531832],[1.33692742 1.00251528],[1.35314871 1.06162387],[1.36943462 1.12179344],[1.40060884 1.18310662],[1.44871059 1.23371904],[1.49764597 1.28382753]
400000,[1.17204173 0.74789315],[1.18929885 0.77963559],[1.23316478 0.84187917],[1.2780223  0.89710511],[1.31470784 0.95122443],[1.34739398 1.00482636],[1.37941888 1.05756404],[1.41926892 1.11255409],[1.46785924 1.16324587],[1.51684606 1.21429212]
410000,[1.17204173 0.74789315],[1.19960163 0.77885471],[1.25406444 0.84250863],[1.29670422 0.90265453],[1.34013926 0.95716048],[1.38291924 1.01137798],[1.42259244 1.06973496],[1.46311902 1.12807659],[1.5102219 1.1820044]
420000,[1.17204173 0.74789315],[1.22773618 0.78212994],[1.2896827  0.84422936],[1.34239218 0.9014769 ],[1.39087437 0.95775634],[1.4231796  1.01824686],[1.41596776 1.0879824 ],[1.42382993 1.16087157],[1.45950011 1.2245763 ],[1.50700683 1.27505287]
430000,[1.17204173 0.74789315],[1.21041923 0.77856165],[1.26760643 0.84228708],[1.32036287 0.89775507],[1.3680029 0.9526365],[1.39953076 1.01349984],[1.42133506 1.0794406 ],[1.43943836 1.15536895],[1.47756708 1.2205057 ],[1.52453349 1.27094708]
440000,[1.17204173 0.74789315],[1.22374924 0.7781489 ],[1.2849695  0.83405103],[1.34150775 0.88996441],[1.39382607 0.94927196],[1.44086579 1.00799872],[1.46161276 1.08048042],[1.47803167 1.17178758],[1.52193158 1.22819244]
450000,[1.17204173 0.74789315],[1.22315126 0.77788601],[1.28458146 0.83020757],[1.34095033 0.88456228],[1.39452309 0.94307692],[1.44219987 1.00198539],[1.4674783  1.07024309],[1.48033548 1.16314413],[1.51981315 1.22585653]
460000,[1.17204173 0.74789315],[1.22463732 0.78492379],[1.28306513 0.84731795],[1.3318946  0.90482886],[1.36566428 0.96526575],[1.38801839 1.03075627],[1.40328117 1.100023  ],[1.42518154 1.17429222],[1.47009079 1.23000815],[1.51655806 1.27963273]
470000,[1.17204173 0.74789315],[1.21223746 0.78648537],[1.26216056 0.8566834 ],[1.30498648 0.91466306],[1.34262883 0.9777164 ],[1.37555985 1.03766008],[1.4037624 1.103744 ],[1.43377918 1.17572094],[1.47993804 1.22972731],[1.52075632 1.2775134 ]
480000,[1.17204173 0.74789315],[1.22247114 0.79616152],[1.26601062 0.8684458 ],[1.29412081 0.92839446],[1.31006785 0.98112989],[1.33475702 1.03666341],[1.35131456 1.09211803],[1.3785214  1.15213103],[1.4250551  1.20537363],[1.47440957 1.2556726 ],[1.52081752 1.30481087]
490000,[1.17204173 0.74789315],[1.15333189 0.79457206],[1.13127147 0.85858023],[1.12163612 0.91403879],[1.12747934 0.96576493],[1.14720454 1.0166737 ],[1.17758522 1.067228  ],[1.21536347 1.11759032],[1.25791968 1.16784091],[1.30233949 1.21796562],[1.34805655 1.26803252]
500000,[1.17204173 0.74789315],[1.19032619 0.76969548],[1.24378464 0.83549386],[1.29030884 0.89492847],[1.32989349 0.95529375],[1.35467415 1.02799603],[1.39086307 1.0869715 ],[1.44034138 1.13601397],[1.48995689 1.18412663],[1.5353043  1.23011353]
510000,[1.17204173 0.74789315],[1.17409233 0.80692156],[1.18771056 0.86084366],[1.21286379 0.91083106],[1.22295135 0.95032814],[1.23668052 0.98415691],[1.25257403 1.02864859],[1.26378545 1.07433184],[1.29338574 1.12436725],[1.32067585 1.18565202],[1.37501713 1.23676667]
